,indicator,time_offset
2017-12-18 22:53:00,1,53
2017-12-18 22:54:00,1,54
2017-12-18 22:55:00,1,55
2017-12-18 22:56:00,1,56
2017-12-18 22:57:00,1,57
2017-12-18 22:58:00,1,58
2017-12-18 22:59:00,1,59
2017-12-18 23:00:00,1,60
2017-12-18 23:01:00,1,61
2017-12-18 23:02:00,1,62
2017-12-18 23:03:00,1,63
2017-12-18 23:04:00,1,64
2017-12-18 23:05:00,1,65
2017-12-18 23:06:00,1,66
2017-12-18 23:07:00,1,67
2017-12-18 23:08:00,1,68
2017-12-18 23:09:00,1,69
2017-12-18 23:10:00,1,70
2017-12-18 23:11:00,1,71
2017-12-18 23:12:00,1,72
2017-12-18 23:13:00,1,73
2017-12-18 23:14:00,1,74
2017-12-18 23:15:00,1,75
2017-12-18 23:16:00,1,76
2017-12-18 23:17:00,1,77
2017-12-18 23:18:00,1,78
2017-12-18 23:19:00,1,79
2017-12-18 23:20:00,1,80
2017-12-18 23:21:00,1,81
2017-12-18 23:22:00,1,82
2017-12-18 23:23:00,1,83
2017-12-18 23:24:00,1,84
2017-12-18 23:25:00,1,85
2017-12-18 23:26:00,1,86
2017-12-18 23:27:00,1,87
2017-12-18 23:28:00,1,88
2017-12-18 23:29:00,1,89
2017-12-18 23:30:00,1,90
2017-12-18 23:31:00,1,91
2017-12-18 23:32:00,1,92
2017-12-18 23:33:00,1,93
2017-12-18 23:34:00,1,94
2017-12-18 23:35:00,1,95
2017-12-18 23:36:00,1,96
2017-12-18 23:37:00,1,97
2017-12-18 23:38:00,1,98
2017-12-18 23:39:00,1,99
2017-12-18 23:40:00,1,100
2017-12-18 23:41:00,1,101
2017-12-18 23:42:00,1,102
2017-12-18 23:43:00,1,103
2017-12-18 23:44:00,1,104
2017-12-18 23:45:00,1,105
2017-12-18 23:46:00,1,106
2017-12-18 23:47:00,1,107
2017-12-18 23:48:00,1,108
2017-12-18 23:49:00,1,109
2017-12-18 23:50:00,1,110
2017-12-18 23:51:00,1,111
2017-12-18 23:52:00,1,112
2017-12-18 23:53:00,1,113
2017-12-18 23:54:00,1,114
2017-12-18 23:55:00,1,115
2017-12-18 23:56:00,1,116
2017-12-18 23:57:00,1,117
2017-12-18 23:58:00,1,118
2017-12-18 23:59:00,1,119
2017-12-19 21:00:00,0,-60
2017-12-19 21:01:00,0,-59
2017-12-19 21:02:00,0,-58
2017-12-19 21:03:00,0,-57
2017-12-19 21:04:00,0,-56
2017-12-19 21:05:00,0,-55
2017-12-19 21:06:00,0,-54
2017-12-19 21:07:00,0,-53
2017-12-19 21:08:00,0,-52
2017-12-19 21:09:00,0,-51
2017-12-19 21:10:00,0,-50
2017-12-19 21:11:00,0,-49
2017-12-19 21:12:00,0,-48
2017-12-19 21:13:00,0,-47
2017-12-19 21:14:00,0,-46
2017-12-19 21:15:00,0,-45
2017-12-19 21:16:00,0,-44
2017-12-19 21:17:00,0,-43
2017-12-19 21:18:00,0,-42
2017-12-19 21:19:00,0,-41
2017-12-19 21:20:00,0,-40
2017-12-19 21:21:00,1,-39
2017-12-19 21:22:00,1,-38
2017-12-19 21:23:00,1,-37
2017-12-19 21:24:00,1,-36
2017-12-19 21:25:00,1,-35
2017-12-19 21:26:00,1,-34
2017-12-19 21:27:00,1,-33
2017-12-19 21:28:00,1,-32
2017-12-19 21:29:00,1,-31
2017-12-19 21:30:00,1,-30
2017-12-19 21:31:00,1,-29
2017-12-19 21:32:00,1,-28
2017-12-19 21:33:00,1,-27
2017-12-19 21:34:00,1,-26
2017-12-19 21:35:00,1,-25
2017-12-19 21:36:00,1,-24
2017-12-19 21:37:00,1,-23
2017-12-19 21:38:00,1,-22
2017-12-19 21:39:00,1,-21
2017-12-19 21:40:00,1,-20
2017-12-19 21:41:00,1,-19
2017-12-19 21:42:00,1,-18
2017-12-19 21:43:00,1,-17
2017-12-19 21:44:00,1,-16
2017-12-19 21:45:00,1,-15
2017-12-19 21:46:00,1,-14
2017-12-19 21:47:00,1,-13
2017-12-19 21:48:00,1,-12
2017-12-19 21:49:00,1,-11
2017-12-19 21:50:00,1,-10
2017-12-19 21:51:00,1,-9
2017-12-19 21:52:00,1,-8
2017-12-19 21:53:00,1,-7
2017-12-19 21:54:00,1,-6
2017-12-19 21:55:00,1,-5
2017-12-19 21:56:00,1,-4
2017-12-19 21:57:00,1,-3
2017-12-19 21:58:00,1,-2
2017-12-19 21:59:00,1,-1
2017-12-19 22:00:00,1,0
2017-12-19 22:01:00,1,1
2017-12-19 22:02:00,1,2
2017-12-19 22:03:00,1,3
2017-12-19 22:04:00,1,4
2017-12-19 22:05:00,1,5
2017-12-19 22:06:00,1,6
2017-12-19 22:07:00,1,7
2017-12-19 22:08:00,1,8
2017-12-19 22:09:00,1,9
2017-12-19 22:10:00,1,10
2017-12-19 22:11:00,1,11
2017-12-19 22:12:00,1,12
2017-12-19 22:13:00,1,13
2017-12-19 22:14:00,1,14
2017-12-19 22:15:00,1,15
2017-12-19 22:16:00,1,16
2017-12-19 22:17:00,1,17
2017-12-19 22:18:00,1,18
2017-12-19 22:19:00,1,19
2017-12-19 22:20:00,1,20
2017-12-19 22:21:00,1,21
2017-12-19 22:22:00,1,22
2017-12-19 22:23:00,1,23
2017-12-19 22:24:00,1,24
2017-12-19 22:25:00,1,25
2017-12-19 22:26:00,1,26
2017-12-19 22:27:00,1,27
2017-12-19 22:28:00,1,28
2017-12-19 22:29:00,1,29
2017-12-19 22:30:00,1,30
2017-12-19 22:31:00,1,31
2017-12-19 22:32:00,1,32
2017-12-19 22:33:00,1,33
2017-12-19 22:34:00,1,34
2017-12-19 22:35:00,1,35
2017-12-19 22:36:00,1,36
2017-12-19 22:37:00,1,37
2017-12-19 22:38:00,1,38
2017-12-19 22:39:00,1,39
2017-12-19 22:40:00,1,40
2017-12-19 22:41:00,1,41
2017-12-19 22:42:00,1,42
2017-12-19 22:43:00,1,43
2017-12-19 22:44:00,1,44
2017-12-19 22:45:00,1,45
2017-12-19 22:46:00,1,46
2017-12-19 22:47:00,1,47
2017-12-19 22:48:00,1,48
2017-12-19 22:49:00,1,49
2017-12-19 22:50:00,1,50
2017-12-19 22:51:00,1,51
2017-12-19 22:52:00,1,52
2017-12-19 22:53:00,1,53
2017-12-19 22:54:00,1,54
2017-12-19 22:55:00,1,55
2017-12-19 22:56:00,1,56
2017-12-19 22:57:00,1,57
2017-12-19 22:58:00,1,58
2017-12-19 22:59:00,1,59
2017-12-19 23:00:00,1,60
2017-12-19 23:01:00,1,61
2017-12-19 23:02:00,1,62
2017-12-19 23:03:00,1,63
2017-12-19 23:04:00,1,64
2017-12-19 23:05:00,1,65
2017-12-19 23:06:00,1,66
2017-12-19 23:07:00,1,67
2017-12-19 23:08:00,1,68
2017-12-19 23:09:00,1,69
2017-12-19 23:10:00,1,70
2017-12-19 23:11:00,1,71
2017-12-19 23:12:00,1,72
2017-12-19 23:13:00,1,73
2017-12-19 23:14:00,1,74
2017-12-19 23:15:00,1,75
2017-12-19 23:16:00,1,76
2017-12-19 23:17:00,1,77
2017-12-19 23:18:00,1,78
2017-12-19 23:19:00,1,79
2017-12-19 23:20:00,1,80
2017-12-19 23:21:00,1,81
2017-12-19 23:22:00,1,82
2017-12-19 23:23:00,1,83
2017-12-19 23:24:00,1,84
2017-12-19 23:25:00,1,85
2017-12-19 23:26:00,1,86
2017-12-19 23:27:00,1,87
2017-12-19 23:28:00,1,88
2017-12-19 23:29:00,1,89
2017-12-19 23:30:00,1,90
2017-12-19 23:31:00,1,91
2017-12-19 23:32:00,1,92
2017-12-19 23:33:00,1,93
2017-12-19 23:34:00,1,94
2017-12-19 23:35:00,1,95
2017-12-19 23:36:00,1,96
2017-12-19 23:37:00,1,97
2017-12-19 23:38:00,1,98
2017-12-19 23:39:00,1,99
2017-12-19 23:40:00,1,100
2017-12-19 23:41:00,1,101
2017-12-19 23:42:00,1,102
2017-12-19 23:43:00,1,103
2017-12-19 23:44:00,1,104
2017-12-19 23:45:00,1,105
2017-12-19 23:46:00,1,106
2017-12-19 23:47:00,1,107
2017-12-19 23:48:00,1,108
2017-12-19 23:49:00,1,109
2017-12-19 23:50:00,1,110
2017-12-19 23:51:00,1,111
2017-12-19 23:52:00,1,112
2017-12-19 23:53:00,1,113
2017-12-19 23:54:00,1,114
2017-12-19 23:55:00,1,115
2017-12-19 23:56:00,1,116
2017-12-19 23:57:00,1,117
2017-12-19 23:58:00,1,118
2017-12-19 23:59:00,1,119
2017-12-20 21:00:00,0,-60
2017-12-20 21:01:00,0,-59
2017-12-20 21:02:00,0,-58
2017-12-20 21:03:00,0,-57
2017-12-20 21:04:00,0,-56
2017-12-20 21:05:00,0,-55
2017-12-20 21:06:00,0,-54
2017-12-20 21:07:00,0,-53
2017-12-20 21:08:00,0,-52
2017-12-20 21:09:00,0,-51
2017-12-20 21:10:00,0,-50
2017-12-20 21:11:00,0,-49
2017-12-20 21:12:00,0,-48
2017-12-20 21:13:00,0,-47
2017-12-20 21:14:00,0,-46
2017-12-20 21:15:00,0,-45
2017-12-20 21:16:00,0,-44
2017-12-20 21:17:00,0,-43
2017-12-20 21:18:00,0,-42
2017-12-20 21:19:00,0,-41
2017-12-20 21:20:00,0,-40
2017-12-20 21:21:00,0,-39
2017-12-20 21:22:00,0,-38
2017-12-20 21:23:00,0,-37
2017-12-20 21:24:00,0,-36
2017-12-20 21:25:00,0,-35
2017-12-20 21:26:00,0,-34
2017-12-20 21:27:00,0,-33
2017-12-20 21:28:00,0,-32
2017-12-20 21:29:00,0,-31
2017-12-20 21:30:00,0,-30
2017-12-20 21:31:00,0,-29
2017-12-20 21:32:00,0,-28
2017-12-20 21:33:00,0,-27
2017-12-20 21:34:00,0,-26
2017-12-20 21:35:00,0,-25
2017-12-20 21:36:00,0,-24
2017-12-20 21:37:00,0,-23
2017-12-20 21:38:00,0,-22
2017-12-20 21:39:00,0,-21
2017-12-20 21:40:00,0,-20
2017-12-20 21:41:00,0,-19
2017-12-20 21:42:00,0,-18
2017-12-20 21:43:00,0,-17
2017-12-20 21:44:00,0,-16
2017-12-20 21:45:00,0,-15
2017-12-20 21:46:00,0,-14
2017-12-20 21:47:00,0,-13
2017-12-20 21:48:00,0,-12
2017-12-20 21:49:00,0,-11
2017-12-20 21:50:00,0,-10
2017-12-20 21:51:00,0,-9
2017-12-20 21:52:00,0,-8
2017-12-20 21:53:00,0,-7
2017-12-20 21:54:00,0,-6
2017-12-20 21:55:00,0,-5
2017-12-20 21:56:00,0,-4
2017-12-20 21:57:00,0,-3
2017-12-20 21:58:00,0,-2
2017-12-20 21:59:00,0,-1
2017-12-20 22:00:00,0,0
2017-12-20 22:01:00,0,1
2017-12-20 22:02:00,0,2
2017-12-20 22:03:00,0,3
2017-12-20 22:04:00,0,4
2017-12-20 22:05:00,0,5
2017-12-20 22:06:00,0,6
2017-12-20 22:07:00,0,7
2017-12-20 22:08:00,0,8
2017-12-20 22:09:00,0,9
2017-12-20 22:10:00,0,10
2017-12-20 22:11:00,0,11
2017-12-20 22:12:00,0,12
2017-12-20 22:13:00,0,13
2017-12-20 22:14:00,0,14
2017-12-20 22:15:00,0,15
2017-12-20 22:16:00,0,16
2017-12-20 22:17:00,0,17
2017-12-20 22:18:00,0,18
2017-12-20 22:19:00,0,19
2017-12-20 22:20:00,0,20
2017-12-20 22:21:00,0,21
2017-12-20 22:22:00,0,22
2017-12-20 22:23:00,0,23
2017-12-20 22:24:00,0,24
2017-12-20 22:25:00,0,25
2017-12-20 22:26:00,0,26
2017-12-20 22:27:00,0,27
2017-12-20 22:28:00,0,28
2017-12-20 22:29:00,0,29
2017-12-20 22:30:00,0,30
2017-12-20 22:31:00,0,31
2017-12-20 22:32:00,0,32
2017-12-20 22:33:00,0,33
2017-12-20 22:34:00,0,34
2017-12-20 22:35:00,0,35
2017-12-20 22:36:00,0,36
2017-12-20 22:37:00,0,37
2017-12-20 22:38:00,0,38
2017-12-20 22:39:00,0,39
2017-12-20 22:40:00,0,40
2017-12-20 22:41:00,0,41
2017-12-20 22:42:00,0,42
2017-12-20 22:43:00,0,43
2017-12-20 22:44:00,0,44
2017-12-20 22:45:00,0,45
2017-12-20 22:46:00,0,46
2017-12-20 22:47:00,0,47
2017-12-20 22:48:00,0,48
2017-12-20 22:49:00,0,49
2017-12-20 22:50:00,0,50
2017-12-20 22:51:00,0,51
2017-12-20 22:52:00,0,52
2017-12-20 22:53:00,0,53
2017-12-20 22:54:00,0,54
2017-12-20 22:55:00,0,55
2017-12-20 22:56:00,0,56
2017-12-20 22:57:00,0,57
2017-12-20 22:58:00,0,58
2017-12-20 22:59:00,0,59
2017-12-20 23:00:00,0,60
2017-12-20 23:01:00,0,61
2017-12-20 23:02:00,0,62
2017-12-20 23:03:00,0,63
2017-12-20 23:04:00,0,64
2017-12-20 23:05:00,0,65
2017-12-20 23:06:00,0,66
2017-12-20 23:07:00,0,67
2017-12-20 23:08:00,1,68
2017-12-20 23:09:00,1,69
2017-12-20 23:10:00,1,70
2017-12-20 23:11:00,1,71
2017-12-20 23:12:00,1,72
2017-12-20 23:13:00,1,73
2017-12-20 23:14:00,1,74
2017-12-20 23:15:00,1,75
2017-12-20 23:16:00,1,76
2017-12-20 23:17:00,1,77
2017-12-20 23:18:00,1,78
2017-12-20 23:19:00,1,79
2017-12-20 23:20:00,1,80
2017-12-20 23:21:00,1,81
2017-12-20 23:22:00,1,82
2017-12-20 23:23:00,1,83
2017-12-20 23:24:00,1,84
2017-12-20 23:25:00,1,85
2017-12-20 23:26:00,1,86
2017-12-20 23:27:00,1,87
2017-12-20 23:28:00,1,88
2017-12-20 23:29:00,1,89
2017-12-20 23:30:00,1,90
2017-12-20 23:31:00,1,91
2017-12-20 23:32:00,1,92
2017-12-20 23:33:00,1,93
2017-12-20 23:34:00,1,94
2017-12-20 23:35:00,1,95
2017-12-20 23:36:00,1,96
2017-12-20 23:37:00,1,97
2017-12-20 23:38:00,1,98
2017-12-20 23:39:00,1,99
2017-12-20 23:40:00,1,100
2017-12-20 23:41:00,1,101
2017-12-20 23:42:00,1,102
2017-12-20 23:43:00,1,103
2017-12-20 23:44:00,1,104
2017-12-20 23:45:00,1,105
2017-12-20 23:46:00,1,106
2017-12-20 23:47:00,1,107
2017-12-20 23:48:00,1,108
2017-12-20 23:49:00,1,109
2017-12-20 23:50:00,1,110
2017-12-20 23:51:00,1,111
2017-12-20 23:52:00,1,112
2017-12-20 23:53:00,1,113
2017-12-20 23:54:00,1,114
2017-12-20 23:55:00,1,115
2017-12-20 23:56:00,1,116
2017-12-20 23:57:00,1,117
2017-12-20 23:58:00,1,118
2017-12-20 23:59:00,1,119
2017-12-21 21:00:00,0,-60
2017-12-21 21:01:00,0,-59
2017-12-21 21:02:00,0,-58
2017-12-21 21:03:00,0,-57
2017-12-21 21:04:00,0,-56
2017-12-21 21:05:00,0,-55
2017-12-21 21:06:00,0,-54
2017-12-21 21:07:00,0,-53
2017-12-21 21:08:00,0,-52
2017-12-21 21:09:00,0,-51
2017-12-21 21:10:00,0,-50
2017-12-21 21:11:00,0,-49
2017-12-21 21:12:00,0,-48
2017-12-21 21:13:00,0,-47
2017-12-21 21:14:00,0,-46
2017-12-21 21:15:00,0,-45
2017-12-21 21:16:00,0,-44
2017-12-21 21:17:00,0,-43
2017-12-21 21:18:00,0,-42
2017-12-21 21:19:00,0,-41
2017-12-21 21:20:00,0,-40
2017-12-21 21:21:00,0,-39
2017-12-21 21:22:00,0,-38
2017-12-21 21:23:00,0,-37
2017-12-21 21:24:00,0,-36
2017-12-21 21:25:00,0,-35
2017-12-21 21:26:00,0,-34
2017-12-21 21:27:00,0,-33
2017-12-21 21:28:00,0,-32
2017-12-21 21:29:00,0,-31
2017-12-21 21:30:00,0,-30
2017-12-21 21:31:00,0,-29
2017-12-21 21:32:00,0,-28
2017-12-21 21:33:00,0,-27
2017-12-21 21:34:00,0,-26
2017-12-21 21:35:00,0,-25
2017-12-21 21:36:00,0,-24
2017-12-21 21:37:00,0,-23
2017-12-21 21:38:00,0,-22
2017-12-21 21:39:00,0,-21
2017-12-21 21:40:00,0,-20
2017-12-21 21:41:00,0,-19
2017-12-21 21:42:00,0,-18
2017-12-21 21:43:00,0,-17
2017-12-21 21:44:00,0,-16
2017-12-21 21:45:00,0,-15
2017-12-21 21:46:00,0,-14
2017-12-21 21:47:00,0,-13
2017-12-21 21:48:00,0,-12
2017-12-21 21:49:00,0,-11
2017-12-21 21:50:00,0,-10
2017-12-21 21:51:00,0,-9
2017-12-21 21:52:00,0,-8
2017-12-21 21:53:00,0,-7
2017-12-21 21:54:00,0,-6
2017-12-21 21:55:00,0,-5
2017-12-21 21:56:00,0,-4
2017-12-21 21:57:00,0,-3
2017-12-21 21:58:00,0,-2
2017-12-21 21:59:00,0,-1
2017-12-21 22:00:00,0,0
2017-12-21 22:01:00,0,1
2017-12-21 22:02:00,0,2
2017-12-21 22:03:00,0,3
2017-12-21 22:04:00,0,4
2017-12-21 22:05:00,0,5
2017-12-21 22:06:00,0,6
2017-12-21 22:07:00,0,7
2017-12-21 22:08:00,0,8
2017-12-21 22:09:00,0,9
2017-12-21 22:10:00,0,10
2017-12-21 22:11:00,0,11
2017-12-21 22:12:00,0,12
2017-12-21 22:13:00,0,13
2017-12-21 22:14:00,0,14
2017-12-21 22:15:00,0,15
2017-12-21 22:16:00,0,16
2017-12-21 22:17:00,0,17
2017-12-21 22:18:00,0,18
2017-12-21 22:19:00,0,19
2017-12-21 22:20:00,0,20
2017-12-21 22:21:00,0,21
2017-12-21 22:22:00,0,22
2017-12-21 22:23:00,0,23
2017-12-21 22:24:00,0,24
2017-12-21 22:25:00,0,25
2017-12-21 22:26:00,0,26
2017-12-21 22:27:00,0,27
2017-12-21 22:28:00,0,28
2017-12-21 22:29:00,0,29
2017-12-21 22:30:00,0,30
2017-12-21 22:31:00,0,31
2017-12-21 22:32:00,0,32
2017-12-21 22:33:00,0,33
2017-12-21 22:34:00,1,34
2017-12-21 22:35:00,1,35
2017-12-21 22:36:00,1,36
2017-12-21 22:37:00,1,37
2017-12-21 22:38:00,1,38
2017-12-21 22:39:00,1,39
2017-12-21 22:40:00,1,40
2017-12-21 22:41:00,1,41
2017-12-21 22:42:00,1,42
2017-12-21 22:43:00,1,43
2017-12-21 22:44:00,1,44
2017-12-21 22:45:00,1,45
2017-12-21 22:46:00,1,46
2017-12-21 22:47:00,1,47
2017-12-21 22:48:00,1,48
2017-12-21 22:49:00,1,49
2017-12-21 22:50:00,1,50
2017-12-21 22:51:00,1,51
2017-12-21 22:52:00,1,52
2017-12-21 22:53:00,1,53
2017-12-21 22:54:00,1,54
2017-12-21 22:55:00,1,55
2017-12-21 22:56:00,1,56
2017-12-21 22:57:00,1,57
2017-12-21 22:58:00,1,58
2017-12-21 22:59:00,1,59
2017-12-21 23:00:00,1,60
2017-12-21 23:01:00,1,61
2017-12-21 23:02:00,1,62
2017-12-21 23:03:00,1,63
2017-12-21 23:04:00,1,64
2017-12-21 23:05:00,1,65
2017-12-21 23:06:00,1,66
2017-12-21 23:07:00,1,67
2017-12-21 23:08:00,1,68
2017-12-21 23:09:00,1,69
2017-12-21 23:10:00,1,70
2017-12-21 23:11:00,1,71
2017-12-21 23:12:00,1,72
2017-12-21 23:13:00,1,73
2017-12-21 23:14:00,1,74
2017-12-21 23:15:00,1,75
2017-12-21 23:16:00,1,76
2017-12-21 23:17:00,1,77
2017-12-21 23:18:00,1,78
2017-12-21 23:19:00,1,79
2017-12-21 23:20:00,1,80
2017-12-21 23:21:00,1,81
2017-12-21 23:22:00,1,82
2017-12-21 23:23:00,1,83
2017-12-21 23:24:00,1,84
2017-12-21 23:25:00,1,85
2017-12-21 23:26:00,1,86
2017-12-21 23:27:00,1,87
2017-12-21 23:28:00,1,88
2017-12-21 23:29:00,1,89
2017-12-21 23:30:00,1,90
2017-12-21 23:31:00,1,91
2017-12-21 23:32:00,1,92
2017-12-21 23:33:00,1,93
2017-12-21 23:34:00,1,94
2017-12-21 23:35:00,1,95
2017-12-21 23:36:00,1,96
2017-12-21 23:37:00,1,97
2017-12-21 23:38:00,1,98
2017-12-21 23:39:00,1,99
2017-12-21 23:40:00,1,100
2017-12-21 23:41:00,1,101
2017-12-21 23:42:00,1,102
2017-12-21 23:43:00,1,103
2017-12-21 23:44:00,1,104
2017-12-21 23:45:00,1,105
2017-12-21 23:46:00,1,106
2017-12-21 23:47:00,1,107
2017-12-21 23:48:00,1,108
2017-12-21 23:49:00,1,109
2017-12-21 23:50:00,1,110
2017-12-21 23:51:00,1,111
2017-12-21 23:52:00,1,112
2017-12-21 23:53:00,1,113
2017-12-21 23:54:00,1,114
2017-12-21 23:55:00,1,115
2017-12-21 23:56:00,1,116
2017-12-21 23:57:00,1,117
2017-12-21 23:58:00,1,118
2017-12-21 23:59:00,1,119
2017-12-22 21:00:00,0,-60
2017-12-22 21:01:00,0,-59
2017-12-22 21:02:00,0,-58
2017-12-22 21:03:00,0,-57
2017-12-22 21:04:00,0,-56
2017-12-22 21:05:00,0,-55
2017-12-22 21:06:00,0,-54
2017-12-22 21:07:00,0,-53
2017-12-22 21:08:00,0,-52
2017-12-22 21:09:00,0,-51
2017-12-22 21:10:00,0,-50
2017-12-22 21:11:00,0,-49
2017-12-22 21:12:00,0,-48
2017-12-22 21:13:00,0,-47
2017-12-22 21:14:00,0,-46
2017-12-22 21:15:00,0,-45
2017-12-22 21:16:00,0,-44
2017-12-22 21:17:00,0,-43
2017-12-22 21:18:00,0,-42
2017-12-22 21:19:00,0,-41
2017-12-22 21:20:00,0,-40
2017-12-22 21:21:00,0,-39
2017-12-22 21:22:00,0,-38
2017-12-22 21:23:00,0,-37
2017-12-22 21:24:00,0,-36
2017-12-22 21:25:00,0,-35
2017-12-22 21:26:00,0,-34
2017-12-22 21:27:00,0,-33
2017-12-22 21:28:00,0,-32
2017-12-22 21:29:00,0,-31
2017-12-22 21:30:00,0,-30
2017-12-22 21:31:00,0,-29
2017-12-22 21:32:00,0,-28
2017-12-22 21:33:00,0,-27
2017-12-22 21:34:00,0,-26
2017-12-22 21:35:00,0,-25
2017-12-22 21:36:00,0,-24
2017-12-22 21:37:00,0,-23
2017-12-22 21:38:00,0,-22
2017-12-22 21:39:00,0,-21
2017-12-22 21:40:00,0,-20
2017-12-22 21:41:00,0,-19
2017-12-22 21:42:00,0,-18
2017-12-22 21:43:00,0,-17
2017-12-22 21:44:00,0,-16
2017-12-22 21:45:00,0,-15
2017-12-22 21:46:00,0,-14
2017-12-22 21:47:00,0,-13
2017-12-22 21:48:00,0,-12
2017-12-22 21:49:00,0,-11
2017-12-22 21:50:00,0,-10
2017-12-22 21:51:00,0,-9
2017-12-22 21:52:00,0,-8
2017-12-22 21:53:00,0,-7
2017-12-22 21:54:00,0,-6
2017-12-22 21:55:00,0,-5
2017-12-22 21:56:00,0,-4
2017-12-22 21:57:00,0,-3
2017-12-22 21:58:00,0,-2
2017-12-22 21:59:00,0,-1
2017-12-22 22:00:00,0,0
2017-12-22 22:01:00,0,1
2017-12-22 22:02:00,0,2
2017-12-22 22:03:00,0,3
2017-12-22 22:04:00,0,4
2017-12-22 22:05:00,0,5
2017-12-22 22:06:00,0,6
2017-12-22 22:07:00,0,7
2017-12-22 22:08:00,0,8
2017-12-22 22:09:00,0,9
2017-12-22 22:10:00,1,10
2017-12-22 22:11:00,1,11
2017-12-22 22:12:00,1,12
2017-12-22 22:13:00,1,13
2017-12-22 22:14:00,1,14
2017-12-22 22:15:00,1,15
2017-12-22 22:16:00,1,16
2017-12-22 22:17:00,1,17
2017-12-22 22:18:00,1,18
2017-12-22 22:19:00,1,19
2017-12-22 22:20:00,1,20
2017-12-22 22:21:00,1,21
2017-12-22 22:22:00,1,22
2017-12-22 22:23:00,1,23
2017-12-22 22:24:00,1,24
2017-12-22 22:25:00,1,25
2017-12-22 22:26:00,1,26
2017-12-22 22:27:00,1,27
2017-12-22 22:28:00,1,28
2017-12-22 22:29:00,1,29
2017-12-22 22:30:00,1,30
2017-12-22 22:31:00,1,31
2017-12-22 22:32:00,1,32
2017-12-22 22:33:00,1,33
2017-12-22 22:34:00,1,34
2017-12-22 22:35:00,1,35
2017-12-22 22:36:00,1,36
2017-12-22 22:37:00,1,37
2017-12-22 22:38:00,1,38
2017-12-22 22:39:00,1,39
2017-12-22 22:40:00,1,40
2017-12-22 22:41:00,1,41
2017-12-22 22:42:00,1,42
2017-12-22 22:43:00,1,43
2017-12-22 22:44:00,1,44
2017-12-22 22:45:00,1,45
2017-12-22 22:46:00,1,46
2017-12-22 22:47:00,1,47
2017-12-22 22:48:00,1,48
2017-12-22 22:49:00,1,49
2017-12-22 22:50:00,1,50
2017-12-22 22:51:00,1,51
2017-12-22 22:52:00,1,52
2017-12-22 22:53:00,1,53
2017-12-22 22:54:00,1,54
2017-12-22 22:55:00,1,55
2017-12-22 22:56:00,1,56
2017-12-22 22:57:00,1,57
2017-12-22 22:58:00,1,58
2017-12-22 22:59:00,1,59
2017-12-22 23:00:00,1,60
2017-12-22 23:01:00,1,61
2017-12-22 23:02:00,1,62
2017-12-22 23:03:00,1,63
2017-12-22 23:04:00,1,64
2017-12-22 23:05:00,1,65
2017-12-22 23:06:00,1,66
2017-12-22 23:07:00,1,67
2017-12-22 23:08:00,1,68
2017-12-22 23:09:00,1,69
2017-12-22 23:10:00,1,70
2017-12-22 23:11:00,1,71
2017-12-22 23:12:00,1,72
2017-12-22 23:13:00,1,73
2017-12-22 23:14:00,1,74
2017-12-22 23:15:00,1,75
2017-12-22 23:16:00,1,76
2017-12-22 23:17:00,1,77
2017-12-22 23:18:00,1,78
2017-12-22 23:19:00,1,79
2017-12-22 23:20:00,1,80
2017-12-22 23:21:00,1,81
2017-12-22 23:22:00,1,82
2017-12-22 23:23:00,1,83
2017-12-22 23:24:00,1,84
2017-12-22 23:25:00,1,85
2017-12-22 23:26:00,1,86
2017-12-22 23:27:00,1,87
2017-12-22 23:28:00,1,88
2017-12-22 23:29:00,1,89
2017-12-22 23:30:00,1,90
2017-12-22 23:31:00,1,91
2017-12-22 23:32:00,1,92
2017-12-22 23:33:00,1,93
2017-12-22 23:34:00,1,94
2017-12-22 23:35:00,1,95
2017-12-22 23:36:00,1,96
2017-12-22 23:37:00,1,97
2017-12-22 23:38:00,1,98
2017-12-22 23:39:00,1,99
2017-12-22 23:40:00,1,100
2017-12-22 23:41:00,1,101
2017-12-22 23:42:00,1,102
2017-12-22 23:43:00,1,103
2017-12-22 23:44:00,1,104
2017-12-22 23:45:00,1,105
2017-12-22 23:46:00,1,106
2017-12-22 23:47:00,1,107
2017-12-22 23:48:00,1,108
2017-12-22 23:49:00,1,109
2017-12-22 23:50:00,1,110
2017-12-22 23:51:00,1,111
2017-12-22 23:52:00,1,112
2017-12-22 23:53:00,1,113
2017-12-22 23:54:00,1,114
2017-12-22 23:55:00,1,115
2017-12-22 23:56:00,1,116
2017-12-22 23:57:00,1,117
2017-12-22 23:58:00,1,118
2017-12-22 23:59:00,1,119
2017-12-23 21:00:00,0,-60
2017-12-23 21:01:00,0,-59
2017-12-23 21:02:00,0,-58
2017-12-23 21:03:00,0,-57
2017-12-23 21:04:00,0,-56
2017-12-23 21:05:00,0,-55
2017-12-23 21:06:00,0,-54
2017-12-23 21:07:00,0,-53
2017-12-23 21:08:00,0,-52
2017-12-23 21:09:00,0,-51
2017-12-23 21:10:00,0,-50
2017-12-23 21:11:00,0,-49
2017-12-23 21:12:00,0,-48
2017-12-23 21:13:00,0,-47
2017-12-23 21:14:00,0,-46
2017-12-23 21:15:00,0,-45
2017-12-23 21:16:00,0,-44
2017-12-23 21:17:00,0,-43
2017-12-23 21:18:00,0,-42
2017-12-23 21:19:00,0,-41
